,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,8,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 0 1 0 0]
 [1 0 1 0 1 1 0]]","[[0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[1, 0, 3, 4, 5, 6, 2]","[[0. 0. 1. 1. 1. 1. 1.]
 [1. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 1. 1. 1.]
 [0. 0. 1. 0. 0. 1. 1.]
 [0. 0. 1. 0. 0. 0. 1.]
 [0. 0. 1. 0. 0. 0. 0.]]",8,37.0,3,5,0,7,Namespace(num_variables=7)
1,1,8,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [1 0 0 0 0 0 1]
 [1 1 0 0 0 0 0]
 [1 0 1 1 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]]","[0, 1, 6, 3, 2, 4, 5]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0.]
 [0. 0. 1. 0. 1. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 1. 1. 1. 0.]]",8,34.0,0,8,0,8,Namespace(num_variables=7)
2,2,12,"[[0 0 1 0 1 0 0]
 [1 0 0 0 1 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 0 1 1 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0]
 [1 0 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0]
 [1 1 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]]","[2, 6, 4, 1, 5, 3, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0.]
 [1. 1. 0. 1. 1. 1. 1.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 1. 0.]
 [1. 0. 0. 1. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 0.]]",10,38.0,5,5,0,9,Namespace(num_variables=7)
3,3,8,"[[0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 1 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 1 0]]","[4, 1, 6, 5, 3, 0, 2]","[[0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 0. 1. 1. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 0.]]",8,39.0,3,5,0,8,Namespace(num_variables=7)
4,4,12,"[[0 0 0 0 1 0 1]
 [1 0 0 1 1 0 1]
 [1 0 0 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 0 0 1 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0]]","[4, 6, 3, 0, 2, 5, 1]","[[0. 1. 1. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 1. 0.]
 [1. 1. 1. 0. 0. 1. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 0.]]",12,42.0,4,8,0,11,Namespace(num_variables=7)
5,5,9,"[[0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 1 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0]
 [0 1 0 1 0 0 0]]","[[0 0 1 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0]]","[1, 3, 6, 0, 2, 5, 4]","[[0. 0. 1. 0. 1. 1. 0.]
 [1. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0.]
 [1. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [1. 0. 1. 0. 1. 1. 0.]]",9,42.0,2,7,0,9,Namespace(num_variables=7)
6,6,7,"[[0 0 0 0 0 0 0]
 [0 0 0 1 0 1 1]
 [0 0 0 0 1 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 0 0 0 1 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0]]","[5, 4, 3, 0, 6, 1, 2]","[[0. 1. 1. 0. 0. 0. 1.]
 [0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 0. 0. 1.]
 [1. 1. 1. 1. 0. 0. 1.]
 [1. 1. 1. 1. 1. 0. 1.]
 [0. 1. 1. 0. 0. 0. 0.]]",7,37.0,3,4,0,7,Namespace(num_variables=7)
7,7,10,"[[0 0 0 1 0 0 0]
 [1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0]]","[[0 0 0 1 0 0 1]
 [1 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 1 0]]","[2, 1, 0, 6, 3, 4, 5]","[[0. 0. 0. 1. 1. 1. 1.]
 [1. 0. 0. 1. 1. 1. 1.]
 [1. 1. 0. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 1. 1. 0.]]",6,32.0,1,5,0,6,Namespace(num_variables=7)
8,8,10,"[[0 1 1 1 1 1 0]
 [0 0 1 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[3, 6, 5, 2, 1, 4, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 1. 0. 0.]
 [1. 1. 0. 0. 1. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 0. 0.]
 [1. 1. 1. 0. 1. 1. 0.]]",11,40.0,4,6,1,10,Namespace(num_variables=7)
9,9,8,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0]
 [0 0 0 1 0 1 0]
 [0 0 0 0 0 0 0]
 [1 1 1 0 1 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[5, 0, 1, 2, 3, 4, 6]","[[0. 1. 1. 1. 1. 0. 1.]
 [0. 0. 1. 1. 1. 0. 1.]
 [0. 0. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]]",8,39.0,5,3,0,8,Namespace(num_variables=7)
