,Trial,Method,Time
0,0,OursMulti,50.7108720200049
1,1,OursMulti,50.521945667002
2,2,OursMulti,49.15235292400757
3,3,OursMulti,49.58799955699942
4,4,OursMulti,52.44835611000599
5,5,OursMulti,48.4766133660014
6,6,OursMulti,50.28966735099675
7,7,OursMulti,50.114815039996756
8,8,OursMulti,49.84666310499597
9,9,OursMulti,49.262667485003476
