,Trial,Method,Time
0,0,AbPNLMulti,135.2299574790086
1,1,AbPNLMulti,135.72297247999813
2,2,AbPNLMulti,138.82367098500254
3,3,AbPNLMulti,141.87463237201155
4,4,AbPNLMulti,142.99737454700517
5,5,AbPNLMulti,139.21174869900278
6,6,AbPNLMulti,134.97416483999405
7,7,AbPNLMulti,140.83392320299754
8,8,AbPNLMulti,137.76045339199482
9,9,AbPNLMulti,135.07950913799868
