,Trial,Method,Time
0,0,AbPNLMulti,46.446375954998075
1,1,AbPNLMulti,43.288850664001075
2,2,AbPNLMulti,41.65110286799609
3,3,AbPNLMulti,46.90126853599213
4,4,AbPNLMulti,44.425748213994666
5,5,AbPNLMulti,40.86068853799952
6,6,AbPNLMulti,45.58531330899859
7,7,AbPNLMulti,41.58197753998684
8,8,AbPNLMulti,42.30582277999201
9,9,AbPNLMulti,44.872706522000954
