,Trial,Method,Time
0,0,OursMulti,69.86383773799753
1,1,OursMulti,68.38698904299235
2,2,OursMulti,64.89513608299603
3,3,OursMulti,66.80913614400197
4,4,OursMulti,70.28403931300272
5,5,OursMulti,66.99628288799431
6,6,OursMulti,70.41686537700298
7,7,OursMulti,75.66712024601293
8,8,OursMulti,67.94041099600145
9,9,OursMulti,68.45304200900136
