,Trial,Method,Time
0,0,OursMulti,83.05100099599804
1,1,OursMulti,92.07765940300305
2,2,OursMulti,95.38956386200152
3,3,OursMulti,89.92451743400306
4,4,OursMulti,93.01055975499912
5,5,OursMulti,88.58267359100864
6,6,OursMulti,90.29830545700679
7,7,OursMulti,86.92436977400212
8,8,OursMulti,86.3471594129951
9,9,OursMulti,92.57404835699708
