SampleID,score_XY,score_YX,labels
0,0.05642723181972836,0.0016283132186879874,-1
1,0.0010000407554903673,0.030383204699230976,1
2,0.028413766224276618,0.002549911821007902,-1
3,0.030705022249163706,0.0010977926903445025,-1
4,0.011850440290977792,0.00021739143643381443,-1
5,0.01743913700270532,0.0006339306143610592,-1
6,0.0005853362895191079,0.037493457794140844,1
7,0.04809827378599221,0.0005201340378597085,-1
8,0.028711646883959233,0.0007149331312476152,-1
9,0.048774516626553084,0.0007770237780395694,-1
10,0.0016623750752373457,0.05102307288082823,1
11,0.029032897740654737,0.0017300532921103852,-1
12,0.010785323440958259,0.0003683792699041625,-1
13,0.0015486703985134868,0.035720325274640585,1
14,0.0002501959748985289,0.012830258670037495,1
15,0.031070007395438463,0.0001562981127426131,-1
16,0.04256469106268572,0.00129283021410885,-1
17,0.0006671391502576312,0.05256932149954838,1
18,0.01369315628153388,0.0006325085410039005,-1
19,0.00034205256274151167,0.010725560703001192,1
20,0.02499867069966683,0.0002513244408039077,-1
21,0.0001808176203641285,0.01204670799006776,1
22,0.000565952483653623,0.010784720141936871,1
23,0.0128780208195729,0.001013194739039218,-1
24,0.0008692956152900811,0.033584550521376995,1
25,0.000136027518502673,0.033349903495008514,1
26,0.0010921061523857475,0.026499805550015677,1
27,0.011249134338595774,0.00036130457306841597,-1
28,0.024677810235237095,0.0006218742213037615,-1
29,0.00022895128625316234,0.02704443155362798,1
30,0.010875316663178404,6.590533310214062e-05,-1
31,0.0005478254550062566,0.01102794914369055,1
32,0.031213315396351318,0.0008838868690847948,-1
33,0.027472838367960432,0.00019975115247558318,-1
34,0.03359334733923819,0.0003269252138430914,-1
35,0.0008670804025592323,0.030567803915646452,1
36,0.000507823377990729,0.011795945330900972,1
37,0.0014435845929011192,0.05151476239340109,1
38,0.01767242910411798,0.00041027212371240956,-1
39,0.030959183454990068,0.0008967352103101948,-1
40,0.06973269370566809,0.0018130196411799086,-1
41,0.028051231413395838,0.0003983564567228312,-1
42,0.02843578321887789,0.0003391511133326978,-1
43,0.04496003807023584,0.0014558949367276049,-1
44,0.04409469173398064,0.0014508657890530802,-1
45,0.0013919214375023488,0.04681261652996502,1
46,0.0013355854860228277,0.010368983934786292,1
47,0.010414682689406592,0.00019037447967493556,-1
48,0.06817461770448371,0.0022135560523523245,-1
49,0.04071284541187659,0.0008949995989987336,-1
50,0.012328659757942388,0.00019689567112062337,-1
51,0.028581955310866665,0.0011324188663588489,-1
52,0.0009697328613453508,0.02584660815153415,1
53,0.0001578728460527118,0.03177558356721808,1
54,0.03193518074031041,0.0010750476313536922,-1
55,0.016918132208093805,0.0006894576143697004,-1
56,0.02463596787806613,0.0003496691801144705,-1
57,0.030916798884785494,0.0002625762270236819,-1
58,0.0010064960268710578,0.013309951534426613,1
59,0.0006424403603419844,0.02550387924042922,1
60,0.0003308749744778763,0.031642665999863824,1
61,0.0005386519147251878,0.010992975138300234,1
62,0.001265647992956917,0.027984563730479188,1
63,0.0009228407756166766,0.05520823468509847,1
64,0.0008431227373686631,0.053591066275908594,1
65,0.05439786710632339,0.0010344991795779598,-1
66,0.0004566138774007977,0.01007623041798993,1
67,0.0008575855645926411,0.017417661186359134,1
68,0.0007679402627947911,0.02718668250746415,1
69,0.0008158222353862554,0.029166733038322477,1
70,0.0009973131345140415,0.06614733810963745,1
71,0.00045304475659272634,0.02152232296537237,1
72,0.0007172148038567751,0.010254138851580807,1
73,0.0005432230120456768,0.021539869938552187,1
74,0.011202276730629296,0.0010598865501869853,-1
75,0.04212534933719641,0.0007471166908738201,-1
76,0.0012194024765714497,0.056576183423572644,1
77,0.000395005172931595,0.03601038098682076,1
78,0.04955868228799592,0.001258601119747248,-1
79,0.03539236528756943,0.0013669570495058096,-1
80,0.001707673039827595,0.06089308796277709,1
81,0.010890479204673068,0.0006907268702940943,-1
82,0.012044196995194855,0.00020679888356860525,-1
83,0.02695339075689783,0.0006912901892446113,-1
84,0.0010090317860272494,0.012044417965731347,1
85,0.048115000705017084,0.0006431611944148505,-1
86,0.00018119198858208212,0.03731911988475566,1
87,0.029211301794695357,0.00043594801794711116,-1
88,0.019771534692787793,0.0007233826653081009,-1
89,0.03069013334714592,0.0006653532343439795,-1
90,0.009340464256678407,0.000584811509662737,-1
91,0.0009003553089847002,0.010406020483460397,1
92,0.011898731492770891,0.0011540585044278943,-1
93,0.03011275077162795,0.000960070913160528,-1
94,0.0005250410453958422,0.023558786666578194,1
95,0.0008294762595161178,0.04127030091531085,1
96,0.05136793553702104,0.0007784512228024558,-1
97,0.009780398950909312,0.00012230081782278252,-1
98,0.0012915339256659153,0.0748762151372738,1
99,0.04023437735424655,0.001306772295588849,-1
100,0.0005453831498495246,0.011188589139532787,1
101,0.0007848515781842233,0.04367723895050255,1
102,0.0002631921356282251,0.024369857041409888,1
103,0.00010841406043242633,0.026046671532856815,1
104,0.04639153975373714,0.0006676204451588206,-1
105,0.02646829202156858,0.0008400576278320234,-1
106,0.028547367452431232,0.0002946257840377621,-1
107,0.0004235511089828417,0.012379981269355399,1
108,0.001034013667251591,0.04889423604293492,1
109,0.00020776929788715104,0.012178211815581007,1
110,0.00023303823636951245,0.010714628284396163,1
111,0.009975037082412687,0.00015504897041879623,-1
112,0.05697280218891389,0.001568105948278609,-1
113,0.02911480892272856,0.0008089019519536087,-1
114,0.014415728746802418,0.0015730148988109813,-1
115,0.0002788139865499658,0.020444520841457467,1
116,0.011327676152558946,0.0001274867685987097,-1
117,0.05182508185710026,0.0007631737105446665,-1
118,0.0009430995752579886,0.030491889810638793,1
119,0.03560540821169132,0.00031665939698849184,-1
120,0.04598470878612639,0.00153595049114949,-1
121,0.0008711019620553248,0.031620934855917715,1
122,0.0003261760682121578,0.022045927108231955,1
123,0.0016653683064655042,0.05113547438538445,1
124,0.01341819033260828,0.00022534287364382293,-1
125,0.04190189869011856,0.0010596722555127175,-1
126,0.00019322966505109674,0.01397683180805883,1
127,0.01443803111483791,0.0006614465437390321,-1
128,0.0019100137913558883,0.045867673501867406,1
129,0.010875031024152118,0.0007111352918230516,-1
130,0.02642373463203817,0.0014412561283922928,-1
131,0.028885220658208397,0.0007966716650531342,-1
132,0.0007698694254819843,0.030176261151929774,1
133,0.0007087246869417702,0.02814551208865178,1
134,0.028809869048083376,0.0011644932721826184,-1
135,0.0001888154807999743,0.01037171419085785,1
136,0.03388464872576129,0.000491308174796087,-1
137,0.001084175935946746,0.02848228750175399,1
138,0.02688731012977964,0.0007080527702386644,-1
139,0.0020323818067053585,0.05126015972585574,1
140,0.051127525125265284,0.0014971908893201488,-1
141,0.012675034104962048,0.00071685857774989,-1
142,0.00033266080349734773,0.04081627921494499,1
143,0.05214199246266596,0.0010522441228990286,-1
144,0.049987369321672345,0.0012996700228612198,-1
145,0.011457787959783475,0.00029889195090528943,-1
146,0.0005057417041284493,0.04483537297278241,1
147,0.01239791437399995,0.0006860603666307453,-1
148,0.0005957233791600042,0.045978231808552275,1
149,0.01332774157292819,0.0003142263317720561,-1
150,0.08748759950497778,0.0011034303653189269,-1
151,0.055697572024878725,0.00043123404516841644,-1
152,0.03040160999807041,0.0012543122432946828,-1
153,0.021923097709704693,0.00040516448590780646,-1
154,0.00022899957881683197,0.01391128637894151,1
155,0.050401033198024844,0.0012519621880530902,-1
156,0.05259714364521067,0.00044531798622627706,-1
157,0.0007348510165332303,0.02808948736580535,1
158,0.02237914976202468,0.0010446877015701191,-1
159,0.0007500945933904491,0.020719322027971374,1
160,0.025188960122784,0.00026744840509315096,-1
161,0.037124066669056495,0.00019995722346145473,-1
162,0.022496023662486847,0.0004918842344968088,-1
163,0.02330274003648707,0.0007350401245576124,-1
164,0.001944127063722378,0.029342213500008985,1
165,0.012507199280334171,0.0010861892684992328,-1
166,0.0007497144430869888,0.024786939370354897,1
167,0.000832633250885717,0.022456787398004455,1
168,0.0006789258582381013,0.049831576659956765,1
169,0.04316857012115396,0.0008281745733199895,-1
170,0.0009823406870880914,0.02432655227951576,1
171,0.0016243799293085726,0.05128523823947045,1
172,0.027751854660072576,0.0015456799053235135,-1
173,0.03842455217876096,0.0006103903487095003,-1
174,0.01656747469960348,0.0010010991700057175,-1
175,0.024998702304636987,0.00046249759860980086,-1
176,0.0007000407748154898,0.010682378598048253,1
177,0.0014010320582974545,0.023951396293959815,1
178,0.03819675323873579,0.000217069066824235,-1
179,0.00029622067957635475,0.01575469382839614,1
180,0.03713816575991536,0.0008813519333287462,-1
181,0.01156406254515252,0.0007173482572722846,-1
182,0.00023405932059209668,0.010198002249960744,1
183,0.011750911725260165,0.0009589574823371104,-1
184,0.0015669496964479835,0.059418881184360305,1
185,0.013016525607198721,0.0008331883624921915,-1
186,0.0006610465589140065,0.031130493797152173,1
187,0.0012518661878162015,0.04558005872834387,1
188,0.0019263381684538742,0.026965689407458318,1
189,0.0006644191946397739,0.010831812941211225,1
190,0.012387072660595466,0.0005183535168202729,-1
191,0.014827628073158041,0.0010143521807122137,-1
192,0.05441900034257969,0.00039763842198685027,-1
193,0.012745895329935988,0.0008567034132766234,-1
194,0.0006215050676046957,0.024114760471350912,1
195,0.0012898330600841991,0.053719100425636594,1
196,0.0002272235954333869,0.020453783945962183,1
197,0.001256242785021521,0.034150736405621766,1
198,0.0006966183626589232,0.04847444139116806,1
199,0.0007440955972756912,0.009864749577603495,1
200,0.0005332799781550073,0.012866252020171715,1
201,0.0423992053891045,0.0017703619812053913,-1
202,0.018262720527645316,0.001019700119484831,-1
203,0.01827600090972522,0.0004214621177369582,-1
204,0.011631412132509646,0.0007777362513415657,-1
205,0.02927513357632909,0.0008105900063501208,-1
206,0.0503377934752174,0.0006280265999604412,-1
207,0.025281408104560654,0.0005949654392687159,-1
208,0.0007227142008246092,0.021679633963537108,1
209,0.001205433814128815,0.02757036835633757,1
210,0.03200442930463062,0.0011270424001154477,-1
211,0.021553373046692744,0.00040955432774427965,-1
212,0.0003135125129414992,0.010410602791187601,1
213,0.000304306409773129,0.01211510068707648,1
214,0.031783795912055275,0.0009496784628167959,-1
215,0.05253639453561268,0.0005126767634523722,-1
216,0.0007830123867050029,0.025118128768739888,1
217,0.0017071112190493022,0.029889408840470765,1
218,0.03868027903541968,0.0015697593962944918,-1
219,0.0015827587515750952,0.012585086936357336,1
220,0.0010302034283735677,0.014255188725657888,1
221,0.054818998996499314,0.0008919224847056175,-1
222,0.0304107414830222,0.0009981343580425955,-1
223,0.01023645979707527,0.0006036289953426818,-1
224,0.028243599368172362,0.0004767600687943443,-1
225,0.009885124792531489,0.0010076671155670638,-1
226,0.0007489134405644647,0.010816114995140756,1
227,0.010613331756236381,0.00039550214282004696,-1
228,0.0003645729419451043,0.011154963046261917,1
229,0.00022860965677337018,0.012449449740591707,1
230,0.0010185200961434562,0.05445985826005464,1
231,0.04667433605599048,0.0006062438213395037,-1
232,0.0009853079181094079,0.011731952890688709,1
233,0.0353167498679894,0.0019488936405914982,-1
234,0.0015755143718354262,0.046386694505492855,1
235,0.00017231805905743383,0.014515850315195044,1
236,0.0007791745814296468,0.032488591782505634,1
237,0.033267431259293545,0.0009107036387832402,-1
238,0.0006395036500710382,0.02987217984553582,1
239,0.05245282329262034,0.0011980213936239883,-1
240,0.026299101089154807,0.0003977683759245669,-1
241,0.0005542986294184878,0.00979225313403982,1
242,0.048770246008776136,0.0006771745614832563,-1
243,0.012118271118949493,0.0005681037299599004,-1
244,0.0007851645238584307,0.05332009387510587,1
245,0.010502304668585824,0.0013724291231358866,-1
246,0.0017423182433780804,0.05549724961722939,1
247,0.001958299473933828,0.05000029833199638,1
248,0.03109720801999919,0.0006575264289442111,-1
249,0.0005934773158301664,0.05213502777517047,1
250,0.010577859824054086,0.0009497278451994702,-1
251,0.001468944179414324,0.04598072132362114,1
252,0.05295491677345767,0.000587631088564607,-1
253,0.0002591230875483457,0.011173306118081672,1
254,0.0010525638044582878,0.03587324147521277,1
255,0.055476143249641605,0.0018533127260779408,-1
256,0.053726043478698214,0.0008546081788886282,-1
257,0.031217890769963556,0.0010167148281072802,-1
258,0.0003643404646665792,0.04005267991390365,1
259,0.03187470229718838,0.00040053585694839797,-1
260,0.039142776330455875,0.0004580028375658059,-1
261,0.002731340887586641,0.011720152819073902,1
262,0.0008024684307099186,0.01431332460513277,1
263,0.0454705947663178,0.000875457229687302,-1
264,0.012658682659710378,0.0007910387170049687,-1
265,0.0008903837033772227,0.029176226220284058,1
266,0.011517446789500172,0.0007611779784963174,-1
