,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,8,"[[0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 1 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[3, 4, 5, 2, 0, 6, 1]","[[0. 1. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 1. 1. 0. 0. 1. 1.]
 [1. 1. 1. 0. 0. 0. 1.]
 [0. 1. 0. 0. 0. 0. 0.]]",5,18.0,3,2,0,2,"Namespace(num_variables=7, seed=0)"
1,1,8,"[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]]","[[0 0 0 0 1 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [1 0 0 0 0 1 1]
 [0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0]
 [0 0 1 0 0 0 0]]","[1, 3, 5, 0, 6, 4, 2]","[[0. 0. 1. 0. 1. 0. 1.]
 [1. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 1. 1.]
 [0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 0. 1.]
 [0. 0. 1. 0. 1. 0. 0.]]",5,19.0,0,4,1,4,"Namespace(num_variables=7, seed=0)"
2,2,12,"[[0 1 0 1 0 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 0 0 1 1]
 [0 0 0 0 0 0 0]
 [1 1 0 1 0 1 0]
 [0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [1 0 1 0 0 1 0]]","[4, 1, 3, 6, 5, 0, 2]","[[0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 1.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0.]]",10,32.0,5,4,1,8,"Namespace(num_variables=7, seed=0)"
3,3,8,"[[0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [1 0 0 0 0 1 0]]","[[0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 1]
 [0 0 0 0 0 0 0]]","[4, 5, 6, 2, 3, 0, 1]","[[0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0.]
 [1. 1. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 1. 1. 1. 0. 0. 1.]
 [1. 1. 1. 1. 0. 0. 0.]]",6,30.0,3,3,0,4,"Namespace(num_variables=7, seed=0)"
4,4,12,"[[0 1 1 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [1 1 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 1 0 1]
 [1 0 0 0 0 0 0]
 [0 0 1 0 0 1 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]]","[3, 1, 5, 4, 6, 2, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 0. 1. 0. 0. 0. 1.]
 [1. 0. 1. 0. 1. 0. 1.]
 [1. 0. 1. 0. 0. 0. 0.]]",8,32.0,4,4,0,5,"Namespace(num_variables=7, seed=0)"
5,5,9,"[[0 0 1 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 0 0 0 0 1 0]
 [1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 0 0 1 0]
 [0 0 0 0 0 0 1]
 [0 0 1 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 1 0 0]]","[3, 6, 4, 2, 0, 1, 5]","[[0. 1. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0.]
 [1. 1. 0. 0. 0. 1. 0.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 1. 1. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 0.]]",8,27.0,2,4,2,4,"Namespace(num_variables=7, seed=0)"
6,6,7,"[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0]]","[5, 4, 3, 0, 2, 6, 1]","[[0. 1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 0. 0. 1.]
 [1. 1. 1. 1. 0. 0. 1.]
 [1. 1. 1. 1. 1. 0. 1.]
 [0. 1. 0. 0. 0. 0. 0.]]",3,8.0,3,0,0,0,"Namespace(num_variables=7, seed=0)"
7,7,10,"[[0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0]
 [1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 1 0 0 1 1 0]]","[[0 0 0 1 0 0 1]
 [1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 1 1 0 0 1]
 [1 1 0 0 0 0 1]
 [0 0 0 1 0 0 0]]","[4, 2, 5, 1, 0, 6, 3]","[[0. 0. 0. 1. 0. 0. 1.]
 [1. 0. 0. 1. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 1. 0. 1. 0. 0. 1.]
 [0. 0. 0. 1. 0. 0. 0.]]",14,39.0,2,7,5,8,"Namespace(num_variables=7, seed=0)"
8,8,10,"[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 1 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[5, 6, 2, 3, 0, 1, 4]","[[0. 1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [1. 1. 0. 1. 1. 0. 0.]
 [1. 1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 1. 1. 1. 0. 0.]]",6,14.0,4,2,0,2,"Namespace(num_variables=7, seed=0)"
9,9,8,"[[0 0 0 0 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 1 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[0, 2, 1, 5, 4, 6, 3]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 1. 1.]
 [0. 1. 0. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 1.]
 [0. 0. 0. 1. 1. 0. 1.]
 [0. 0. 0. 1. 0. 0. 0.]]",5,11.0,5,0,0,1,"Namespace(num_variables=7, seed=0)"
