,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,6,"[[0 1 0 0 1]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 1 0 1]
 [0 1 0 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 1]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[1, 0, 4, 2, 3]","[[0. 0. 1. 1. 1.]
 [1. 0. 1. 1. 1.]
 [0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0.]
 [0. 0. 1. 1. 0.]]",6,17.0,3,3,0,5,"Namespace(num_variables=5, seed=0)"
1,1,4,"[[0 0 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 1 0 0]
 [0 1 1 0 0]]","[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 1]
 [1 0 1 0 0]
 [0 1 0 0 0]]","[3, 2, 4, 0, 1]","[[0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1.]
 [1. 1. 0. 0. 0.]]",3,6.0,1,1,1,2,"Namespace(num_variables=5, seed=0)"
2,2,6,"[[0 1 1 0 1]
 [0 0 1 0 0]
 [0 0 0 0 0]
 [0 1 1 0 0]
 [0 0 0 0 0]]","[[0 0 0 0 0]
 [0 0 0 1 0]
 [1 1 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[2, 0, 1, 3, 4]","[[0. 1. 0. 1. 1.]
 [0. 0. 0. 1. 1.]
 [1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0.]]",6,18.0,2,4,0,4,"Namespace(num_variables=5, seed=0)"
3,3,6,"[[0 1 0 0 1]
 [0 0 0 0 1]
 [0 0 0 1 1]
 [0 0 0 0 0]
 [0 0 0 1 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 1 0 1]
 [1 1 1 0 0]]","[3, 4, 2, 0, 1]","[[0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0.]
 [1. 1. 1. 0. 1.]
 [1. 1. 1. 0. 0.]]",5,19.0,0,5,0,5,"Namespace(num_variables=5, seed=0)"
4,4,5,"[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 1 0 1 1]
 [0 0 0 0 0]
 [1 0 0 0 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[0, 1, 4, 2, 3]","[[0. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1.]
 [0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0.]
 [0. 0. 1. 1. 0.]]",4,12.0,3,1,0,4,"Namespace(num_variables=5, seed=0)"
5,5,4,"[[0 0 0 0 1]
 [0 0 0 0 1]
 [0 1 0 0 0]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 0 0 1]
 [1 0 0 0 0]]","[3, 4, 0, 2, 1]","[[0. 1. 1. 0. 0.]
 [0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0.]
 [1. 1. 1. 0. 1.]
 [1. 1. 1. 0. 0.]]",2,7.0,1,1,0,2,"Namespace(num_variables=5, seed=0)"
6,6,5,"[[0 0 0 1 1]
 [1 0 0 0 0]
 [1 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[[0 1 1 1 0]
 [0 0 0 0 0]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [1 0 0 0 0]]","[4, 0, 2, 1, 3]","[[0. 1. 1. 1. 0.]
 [0. 0. 0. 1. 0.]
 [0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0.]]",3,16.0,0,3,0,3,"Namespace(num_variables=5, seed=0)"
7,7,5,"[[0 0 0 0 0]
 [0 0 0 1 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 [1 1 0 0 0]]","[[0 0 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 1 0 0]]","[0, 4, 3, 1, 2]","[[0. 1. 1. 1. 1.]
 [0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0.]
 [0. 1. 1. 0. 0.]
 [0. 1. 1. 1. 0.]]",6,18.0,1,4,1,4,"Namespace(num_variables=5, seed=0)"
8,8,7,"[[0 1 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 1]
 [1 1 1 0 1]
 [0 0 0 0 0]]","[[0 0 0 1 0]
 [1 0 0 0 0]
 [0 0 0 0 1]
 [0 0 1 0 1]
 [0 0 0 0 0]]","[1, 0, 3, 2, 4]","[[0. 0. 1. 1. 1.]
 [1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 1.]
 [0. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0.]]",4,14.0,2,2,0,3,"Namespace(num_variables=5, seed=0)"
9,9,6,"[[0 0 0 0 0]
 [1 0 0 1 1]
 [0 0 0 0 0]
 [1 0 1 0 0]
 [0 0 0 1 0]]","[[0 1 0 0 0]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[0, 1, 3, 4, 2]","[[0. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 1.]
 [0. 0. 1. 0. 0.]]",5,17.0,3,2,0,3,"Namespace(num_variables=5, seed=0)"
