SampleID,score_XY,score_YX,labels
0,29.601273836828305,29.601273836828305,-1
1,52.309713974513215,52.309713974513215,1
2,27.166520823998574,27.166520823998574,-1
3,26.729107892349347,26.72910789234934,-1
4,32.00719673363376,32.00719673363377,1
5,53.20761024364344,53.207610243643444,1
6,24.283506128475814,24.283506128475814,1
7,57.79440698011528,57.79440698011527,-1
8,64.57229849367846,64.57229849367846,-1
9,26.181285908943334,26.18128590894334,1
10,59.944449245405266,59.944449245405266,1
11,29.389281552137874,29.389281552137874,-1
12,64.52170141608697,64.52170141608698,-1
13,27.478820054816705,27.478820054816705,1
14,26.57504763549126,26.575047635491263,-1
15,27.58023979240518,27.58023979240518,-1
16,57.04138712021757,57.04138712021758,-1
17,29.870517530456524,29.87051753045652,1
18,28.654575990480588,28.65457599048059,-1
19,53.796458987960776,53.796458987960776,-1
20,61.64983766552311,61.6498376655231,1
21,23.34415664881283,23.34415664881283,-1
22,55.597485971031965,55.597485971031965,-1
23,32.37723046853908,32.37723046853908,-1
24,56.643088112199194,56.643088112199194,1
25,30.90244041388565,30.902440413885646,1
26,28.232535533235957,28.232535533235954,-1
27,25.22242485810398,25.222424858103977,1
28,66.0571589280651,66.05715892806509,1
29,60.823011857187254,60.82301185718725,-1
30,25.798229662239592,25.798229662239592,1
31,26.920292362117824,26.92029236211782,-1
32,54.53443428451756,54.53443428451756,-1
33,28.42827425246508,28.428274252465084,-1
34,25.60443346140738,25.60443346140738,-1
35,23.2521138095345,23.2521138095345,-1
36,22.707046897625155,22.70704689762514,-1
37,17.14651065463351,17.14653737331554,-1
38,21.82156771988606,21.821567719886062,1
39,21.589065955928362,21.58906595592835,-1
40,64.37773181893708,64.37773181893705,-1
41,30.128335634517796,30.128335634517796,-1
42,64.3869337258969,64.38693372589688,-1
43,29.567700235743914,29.567700235743914,-1
44,30.86544340856699,30.865443408566982,1
45,23.502111239548242,23.50211123954824,-1
46,31.117400950824756,31.117400950824745,1
47,21.38194279998833,21.38194279998833,-1
48,16.830133728738275,16.824330402637433,1
49,61.29391378759145,61.293913787591435,-1
50,31.653783239006465,31.65378323900647,1
51,53.445303403334236,53.445303403334236,1
52,29.2830881079433,29.283088107943296,1
53,63.59182873301405,63.59182873301405,1
54,53.73790315525385,53.73790315525385,-1
55,62.20824018197634,62.20824018197635,1
56,25.246059910704997,25.246059910704997,1
57,25.63481762993753,25.634817629937526,1
58,57.17348995069431,57.17348995069431,-1
59,26.00329630542435,26.00329630542435,-1
60,24.165980827393064,24.165960105595115,1
61,24.10046519704917,24.100476840813414,-1
62,54.10728098825314,54.10728098825314,1
63,24.576852750671588,24.57685275067159,-1
64,61.103196894378776,61.103196894378776,-1
65,60.70332923805734,60.70332923805735,-1
66,28.692490374651054,28.692490374651058,1
67,57.28789414324766,57.287894143247655,-1
68,27.602608335109746,27.602608335109746,-1
69,20.38342003110813,20.38342003110813,-1
70,30.419656078241488,30.419656078241495,-1
71,27.761942182129705,27.76194218212971,1
72,24.055249229147503,24.055249229147503,1
73,58.824999018012335,58.824999018012335,-1
74,25.992335807568274,25.992335807568274,1
75,23.420814341670646,23.420814341670653,1
76,24.469187653630495,24.469187653630495,-1
77,17.083110548248747,17.082748267109576,1
78,29.396317811903888,29.39631781190388,-1
79,58.35575320127374,58.355753201273735,1
80,26.384498666414462,26.38449866641445,-1
81,59.587472766163415,59.587472766163415,1
82,23.65520317297183,23.65520317297183,1
83,30.5004050921428,30.500405092142802,1
84,30.454315428686527,30.45431542868653,-1
85,57.57564527606456,57.57564527606456,1
86,58.00491178069329,58.004911780693284,-1
87,55.18111797336153,55.18111797336154,-1
88,26.27140177235562,26.271401772355624,-1
89,53.637723647559135,53.637723647559135,1
90,17.189043507181072,17.186948810099782,1
91,26.651581824557667,26.65158182455767,-1
92,22.538259266785712,22.538259266785715,1
93,59.54320146574051,59.54320146574051,-1
94,30.28744832553205,30.287448325532047,1
95,26.282097767438277,26.282097767438277,1
96,57.13444903384535,57.13444903384535,-1
97,30.373619711204384,30.373619711204388,1
98,26.6272661714324,26.6272661714324,1
99,21.697065010005588,21.697065010005588,1
100,57.868299745816124,57.8682997458161,-1
101,28.82070237306158,28.82070237306158,1
102,21.329758926834153,21.329758926834156,1
103,27.689884373954214,27.68988437395422,-1
104,15.599121033178129,15.600119008633454,-1
105,58.21943577928699,58.21943577928698,-1
106,23.2188100356829,23.218810035682893,1
107,24.518360036826696,24.518360036826696,-1
108,27.938383283091795,27.938383283091795,1
109,55.080239074522424,55.080239074522424,1
110,26.7319046163225,26.731904616322495,-1
111,24.807613105239703,24.807613105239707,1
112,31.351921330043265,31.351921330043265,-1
113,27.86863766630952,27.868637666309525,-1
114,26.0657927736559,26.0657927736559,-1
115,27.653111510158244,27.653111510158244,-1
116,22.85650707473437,22.85650707473437,1
117,27.603857352016295,27.6038573520163,1
118,23.737865191640058,23.73786519164006,-1
119,26.230181356930906,26.230181356930906,-1
120,56.57000687306001,56.57000687306001,-1
121,25.37638600993625,25.37638600993625,-1
122,54.75588042392936,54.75588042392937,-1
123,31.272811788639817,31.272811788639824,1
124,25.102787053010353,25.10278705301035,-1
125,29.520368688481607,29.52036868848161,1
126,27.65019633320283,27.650196333202835,1
127,64.54820843061624,64.54820843061624,-1
128,52.01791842428522,52.01791842428523,1
129,30.532517579034714,30.532517579034717,1
130,28.232977157231506,28.23297715723151,1
131,21.689145223572307,21.689145223572307,-1
132,28.873949452883704,28.873949452883704,-1
133,63.85079394604754,63.85079394604753,-1
134,21.401920014232275,21.401920014232275,-1
135,65.14351869729013,65.14351869729013,1
136,55.967778591453154,55.96777859145316,1
137,66.20434205711679,66.20434205711679,-1
138,31.461662248635434,31.461662248635424,-1
139,25.41256156071568,25.41256156071568,-1
140,27.356372966087473,27.356372966087477,-1
141,53.85634784594854,53.85634784594853,1
142,59.32865594656838,59.3286559465684,-1
143,26.176458640874465,26.176458640874475,-1
144,62.50581965437294,62.50581965437294,-1
145,20.813843064603354,20.813843064603347,1
146,26.394969373510875,26.394969373510875,1
147,29.21742677275898,29.217426772758994,-1
148,57.82511426824781,57.825114268247816,1
149,22.158897706243796,22.158897706243796,1
150,26.189448450760676,26.189448450760676,1
151,27.035592141143017,27.035592141143017,1
152,57.11826876333994,57.118268763339934,1
153,28.81550845761602,28.81550845761602,1
154,17.376078102135086,17.376581406801762,-1
155,54.85400701634509,54.8540070163451,-1
156,28.84405737198614,28.844057371986146,1
157,30.307380521110677,30.307380521110684,1
158,28.257378459375612,28.257378459375612,-1
159,53.56143709090128,53.56143709090128,1
160,26.585807348953857,26.585807348953868,1
161,21.204806988654706,21.204812809371425,-1
162,30.363341340378152,30.363341340378163,1
163,54.646269297613586,54.64626929761358,-1
164,52.72561538860339,52.72561538860339,1
165,57.959241361247415,57.959241361247415,-1
166,25.607238517490263,25.607238517490266,-1
167,25.496380027931817,25.496380027931828,-1
168,22.111340382577154,22.11134038257715,-1
169,19.273943918132467,19.273943918132467,-1
170,56.58609808238181,56.58609808238181,1
171,53.80179118938428,53.80179118938428,1
172,23.129072814817707,23.1290728148177,-1
173,26.160494716756194,26.16049471675619,-1
174,27.654915300872702,27.654915300872688,-1
175,52.21952970128232,52.21952970128232,-1
176,59.76672054688563,59.76672054688563,-1
177,31.86650103518296,31.866501035182978,1
178,29.81833142251014,29.818331422510145,1
179,15.812534881241346,15.802422981442135,1
180,27.575301275223588,27.57530127522359,1
181,26.915335010834223,26.915335010834234,1
182,23.406819893143883,23.40681989314388,1
183,26.350704106600446,26.35070410660045,-1
184,27.74031022372416,27.740310223724148,1
185,31.024035870515558,31.024035870515554,1
186,26.870993695447183,26.87099369544719,-1
187,24.279422318185453,24.27942231818545,-1
188,58.8393053315336,58.8393053315336,-1
189,53.59166972209253,53.59166972209253,1
190,26.656060153996748,26.656060153996744,-1
191,24.15369656356497,24.15369656356497,-1
192,57.61603535447821,57.61603535447821,1
193,22.90719341598931,22.907193415989305,-1
194,31.440102727981852,31.440102727981852,-1
195,27.496679774736023,27.49667977473603,-1
196,29.20442957086655,29.20442957086655,-1
197,52.82659971222158,52.82659971222159,1
198,17.35949168462112,17.357085139624797,1
199,30.890121093555614,30.890121093555614,-1
200,65.25821816568738,65.25821816568738,-1
201,23.666236528711984,23.66623652871198,1
202,30.018323178983092,30.0183231789831,1
203,21.49129922428134,21.49129922428134,1
204,55.04456447967924,55.04456447967924,1
205,53.569423119710514,53.569423119710514,-1
206,30.16739974208911,30.16739974208911,-1
207,26.48187571834435,26.48187571834435,1
208,53.12665930291447,53.12665930291447,1
209,24.495534141480217,24.495534141480213,1
210,65.29301147369632,65.29301147369631,1
211,55.02140703496711,55.021407034967105,-1
212,58.266861913008064,58.266861913008064,1
213,26.00705193570298,26.00705193570297,-1
214,25.975273539632354,25.975273539632354,1
215,59.915926869238774,59.915926869238774,-1
216,23.667726613730135,23.66772661373013,-1
217,55.448624064918356,55.448624064918356,-1
218,62.899217493818185,62.89921749381818,1
219,55.818505173970536,55.818505173970536,1
220,62.961199834214334,62.961199834214334,1
221,59.73936311660685,59.73936311660684,-1
222,62.83452358309728,62.83452358309727,-1
223,56.20122627307071,56.201226273070716,-1
224,16.635776196999284,16.641520933190446,-1
225,53.60379197938101,53.60379197938101,-1
226,27.294818643430794,27.294818643430794,-1
227,22.362733353662417,22.362733353662424,1
228,51.080331480787244,51.080331480787244,1
229,58.116346279883444,58.116346279883444,-1
230,29.014923923217065,29.01492392321708,-1
231,26.341900991098484,26.341900991098488,-1
232,28.178726673618403,28.178726673618403,-1
233,59.637366910642896,59.637366910642896,-1
234,17.16607766826595,17.168068375863804,-1
235,31.601819835675812,31.601819835675823,1
236,26.630160780964026,26.630160780964026,-1
237,20.46141682258762,20.461424665699006,-1
238,23.582274149667,23.582274149667,-1
239,27.21875253739882,27.218752537398817,-1
240,22.957890784343615,22.957890784343615,1
241,29.07813686940914,29.078136869409136,-1
242,23.934681051523512,23.93468105152352,-1
243,30.787213508500372,30.787213508500372,-1
244,63.71964289874807,63.71964289874807,1
245,26.087561905755386,26.087561905755383,-1
246,53.708776075279644,53.708776075279644,-1
247,54.80095447302122,54.80095447302123,-1
248,29.22363729142829,29.22363729142829,1
249,25.63386689086979,25.633866890869804,-1
250,17.8659354261258,17.86384164618636,1
251,21.18434830053122,21.18434830053122,-1
252,26.27082676773895,26.270826767738946,-1
253,27.493173141754816,27.493173141754816,-1
254,25.261121842132784,25.26112184213278,1
255,26.4320662893979,26.432066289397902,-1
256,52.54994521955743,52.54994521955743,1
257,26.787735244436263,26.787735244436263,-1
258,61.29488030322418,61.29488030322418,1
259,61.28058743251074,61.28058743251074,-1
260,26.29693045923242,26.296930459232403,-1
261,26.356126177196344,26.356126177196344,-1
262,58.667864407360305,58.667864407360305,-1
263,60.83714125820548,60.83714125820548,1
264,22.95213465097029,22.95213465097029,1
265,29.777575220463962,29.777575220463966,-1
266,62.32149654297298,62.32149654297298,1
267,31.697600149216797,31.697600149216797,1
268,66.07246698702663,66.07246698702663,-1
269,60.567451906862715,60.5674519068627,1
270,16.200777794774144,16.200809915664085,-1
271,61.30601028966289,61.30601028966289,1
272,23.66459106478262,23.664591064782616,-1
273,64.23953594336764,64.23953594336764,1
274,27.562892526085115,27.56289252608511,1
275,58.36916180313209,58.36916180313209,1
276,30.229697384476715,30.229697384476715,1
277,23.700536855203186,23.700536855203186,-1
278,27.638041562655587,27.63804156265559,-1
