,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,8,"[[0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 1 1 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0]
 [0 0 0 0 0 1 0]]","[0, 1, 6, 2, 5, 3, 4]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 1. 0. 0.]
 [0. 0. 1. 1. 1. 1. 0.]]",6,15.0,2,2,2,4,Namespace(num_variables=7)
1,1,8,"[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]]","[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]]","[0, 6, 1, 2, 4, 3, 5]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1. 1. 0.]
 [0. 0. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 1. 0.]]",0,0.0,0,0,0,0,Namespace(num_variables=7)
2,2,12,"[[0 1 0 1 0 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 0 0 1 1]
 [0 0 0 0 0 0 0]
 [1 1 0 1 0 1 0]
 [0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0]
 [1 1 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]]","[2, 4, 3, 6, 5, 0, 1]","[[0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1.]
 [1. 1. 0. 1. 0. 1. 1.]
 [1. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0. 1. 0.]]",7,25.0,5,2,0,3,Namespace(num_variables=7)
3,3,8,"[[0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [1 0 0 0 0 1 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 1 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 1 0]]","[4, 1, 6, 2, 3, 5, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 1.]
 [1. 0. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 1. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 0.]]",8,18.0,3,3,2,4,Namespace(num_variables=7)
4,4,12,"[[0 1 1 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [1 1 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 1 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0]]","[4, 6, 3, 1, 5, 2, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 0. 1. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [1. 0. 1. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 0.]]",5,17.0,3,2,0,3,Namespace(num_variables=7)
5,5,9,"[[0 0 1 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 0 0 0 0 1 0]
 [1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0]]","[[0 0 1 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0]]","[1, 3, 0, 6, 2, 5, 4]","[[0. 0. 1. 0. 1. 1. 1.]
 [1. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0.]
 [1. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 1. 0. 1. 1. 0.]]",2,6.0,2,0,0,0,Namespace(num_variables=7)
6,6,7,"[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0]]","[5, 3, 4, 0, 2, 6, 1]","[[0. 1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 0. 1.]
 [1. 1. 1. 0. 0. 0. 1.]
 [1. 1. 1. 1. 1. 0. 1.]
 [0. 1. 0. 0. 0. 0. 0.]]",4,9.0,4,0,0,0,Namespace(num_variables=7)
7,7,10,"[[0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0]
 [1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 1 0 0 1 1 0]]","[[0 0 0 0 0 0 1]
 [1 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0]]","[2, 4, 3, 1, 0, 6, 5]","[[0. 0. 0. 0. 0. 1. 1.]
 [1. 0. 0. 0. 0. 1. 1.]
 [1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1.]
 [1. 1. 0. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0.]]",8,31.0,1,5,2,5,Namespace(num_variables=7)
8,8,10,"[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[3, 5, 6, 2, 1, 0, 4]","[[0. 0. 0. 0. 1. 0. 0.]
 [1. 0. 0. 0. 1. 0. 0.]
 [1. 1. 0. 0. 1. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 0. 1.]
 [1. 1. 1. 0. 1. 0. 0.]]",5,12.0,4,1,0,1,Namespace(num_variables=7)
9,9,8,"[[0 0 0 0 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 1 0 0 1]
 [0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[0, 2, 5, 1, 3, 4, 6]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 0. 1.]
 [0. 1. 0. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 1.]
 [0. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]]",5,7.0,4,0,1,0,Namespace(num_variables=7)
