,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,6,"[[0 0 0 0 0]
 [1 0 1 0 1]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [1 0 0 1 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [1 0 0 1 1]
 [0 0 0 0 0]
 [1 1 0 0 0]]","[2, 3, 4, 0, 1]","[[0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1.]
 [1. 1. 0. 0. 1.]
 [1. 1. 0. 0. 0.]]",6,13.0,2,2,2,4,Namespace(num_variables=5)
1,1,4,"[[0 0 0 0 0]
 [0 0 0 0 1]
 [1 0 0 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[[0 0 0 0 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 0 1 0 1]
 [0 1 1 0 0]]","[3, 0, 4, 2, 1]","[[0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0.]
 [1. 1. 1. 0. 1.]
 [0. 1. 1. 0. 0.]]",7,14.0,1,3,3,4,Namespace(num_variables=5)
2,2,6,"[[0 0 0 0 0]
 [1 0 0 1 0]
 [1 1 0 1 0]
 [0 0 0 0 0]
 [1 0 0 0 0]]","[[0 0 0 0 0]
 [1 0 1 0 0]
 [0 0 0 0 0]
 [1 0 1 0 0]
 [0 0 0 0 0]]","[1, 3, 0, 2, 4]","[[0. 0. 1. 0. 1.]
 [1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 1.]
 [1. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0.]]",6,11.0,3,2,1,4,Namespace(num_variables=5)
3,3,6,"[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 0 0 0 0]
 [0 0 1 0 1]
 [1 1 1 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [1 1 1 0 0]]","[4, 1, 0, 2, 3]","[[0. 0. 1. 1. 0.]
 [1. 0. 1. 1. 0.]
 [0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0.]]",2,7.0,1,1,0,2,Namespace(num_variables=5)
4,4,5,"[[0 1 0 0 1]
 [0 0 1 0 0]
 [0 0 0 0 0]
 [0 0 1 0 0]
 [0 0 1 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 1]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[1, 4, 2, 3, 0]","[[0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 1.]
 [1. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0.]]",6,14.0,3,2,1,3,Namespace(num_variables=5)
5,5,4,"[[0 0 0 0 0]
 [0 0 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 0 1 0]]","[[0 0 0 0 1]
 [1 0 0 0 0]
 [0 1 0 0 0]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[3, 2, 1, 0, 4]","[[0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 1.]
 [1. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0.]]",5,16.0,1,3,1,4,Namespace(num_variables=5)
6,6,5,"[[0 1 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 0 1 0 0]
 [1 0 0 0 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [1 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[2, 0, 1, 4, 3]","[[0. 1. 0. 1. 1.]
 [0. 0. 0. 1. 1.]
 [1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0.]]",4,11.0,2,2,0,4,Namespace(num_variables=5)
7,7,5,"[[0 0 1 1 1]
 [0 0 0 0 1]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 0 0 0]]","[[0 0 0 0 0]
 [0 0 0 1 0]
 [1 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[1, 3, 2, 4, 0]","[[0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 1.]
 [1. 0. 1. 0. 1.]
 [1. 0. 0. 0. 0.]]",7,15.0,3,2,2,4,Namespace(num_variables=5)
8,8,7,"[[0 0 0 1 0]
 [1 0 0 1 0]
 [1 0 0 1 0]
 [0 0 0 0 0]
 [0 0 1 1 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [0 0 0 1 1]
 [1 0 0 0 1]
 [0 0 0 0 0]]","[2, 3, 0, 1, 4]","[[0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 1.]
 [1. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0.]]",6,17.0,2,4,0,5,Namespace(num_variables=5)
9,9,6,"[[0 1 0 1 0]
 [0 0 0 0 0]
 [0 0 0 1 0]
 [0 1 0 0 1]
 [0 1 0 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 1 0]]","[1, 4, 3, 0, 2]","[[0. 0. 1. 0. 0.]
 [1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0.]
 [1. 0. 1. 1. 0.]]",6,16.0,4,2,0,6,Namespace(num_variables=5)
